,satisfaction_level,last_evaluation,number_project,average_monthly_hours,tenure,work_accident,left,promotion_last_5years,department,salary
3989,0.67,0.82,4,246,4,0,0,0,Accounting,Medium
3990,0.51,0.95,4,258,3,0,0,0,Human Resources,Medium
3991,0.67,0.55,3,137,3,0,0,0,Human Resources,Medium
3992,0.16,0.94,3,178,4,0,0,0,Human Resources,Medium
3993,0.34,0.85,4,123,4,0,0,0,Human Resources,Medium
3994,0.58,0.73,5,162,3,1,0,0,Technical,Medium
3995,0.5,0.71,5,210,5,0,0,0,Technical,Medium
3996,0.56,0.48,4,197,3,1,0,0,Technical,High
3997,0.56,0.98,3,220,3,0,0,0,Technical,Low
3998,0.74,0.71,4,133,2,0,0,0,Technical,Medium
3999,0.69,0.99,3,198,2,0,0,0,Technical,Medium
4000,0.15,0.81,4,160,5,0,0,0,Technical,Medium
4001,0.58,0.67,2,180,2,0,0,0,Technical,Medium
4002,0.8,0.79,3,217,3,0,0,0,Technical,Low
4003,0.5,0.57,3,223,3,0,0,0,Technical,Low
4004,0.66,0.92,4,229,2,0,0,0,Technical,Low
4005,0.81,0.78,4,159,3,0,0,0,Support,Low
4006,0.14,0.68,5,253,5,0,0,0,Support,Low
4007,0.92,0.85,3,235,2,0,0,0,Support,Low
4008,0.69,0.91,4,186,3,0,0,0,Support,Low
4009,0.66,0.99,4,263,2,0,0,0,Support,Low
4010,0.85,0.39,4,239,4,0,0,0,Support,Low
4011,0.83,0.69,4,151,2,0,0,0,Support,Low
4012,1.0,0.49,3,106,4,0,0,0,Support,Low
4013,0.68,0.65,3,183,4,0,0,0,Support,Low
4014,0.26,0.97,3,125,2,0,0,0,Support,Low
4015,0.35,0.41,3,157,2,0,0,0,Support,Low
4016,0.12,0.58,3,241,2,0,0,0,Technical,Low
4017,0.91,0.93,4,184,3,0,0,0,Technical,Low
4018,0.65,0.67,4,144,3,0,0,0,Technical,Low
4019,0.78,0.72,3,255,4,1,0,0,Management,Low
4020,0.61,0.82,3,261,4,0,0,0,IT,Low
4021,0.64,0.51,4,207,2,0,0,0,IT,Low
4022,0.58,0.73,4,205,4,0,0,0,IT,Low
4023,0.63,0.76,4,217,2,1,0,0,IT,Medium
4024,0.94,0.6,4,215,2,1,0,0,IT,Medium
4025,0.26,0.81,5,139,4,0,0,0,Product Management,Medium
4026,0.59,0.69,3,146,3,0,0,0,Product Management,Medium
4027,0.78,0.8,4,175,3,0,0,0,Product Management,Medium
4028,0.86,0.64,5,188,3,0,0,0,Product Management,Medium
4029,0.79,0.73,5,155,3,0,0,0,IT,Medium
4030,0.89,0.73,4,171,4,0,0,0,Research and Development,Medium
4031,0.34,0.99,4,184,3,0,0,0,Research and Development,Medium
4032,0.29,0.77,3,164,6,0,0,0,Research and Development,Medium
4033,0.71,0.89,3,244,4,0,0,0,Research and Development,Medium
4034,0.93,0.58,4,222,2,0,0,0,Research and Development,Medium
4035,0.94,0.76,4,231,3,1,0,0,Research and Development,High
4036,0.91,0.72,3,213,3,0,0,0,Marketing,Low
4037,0.71,0.96,4,144,4,0,0,0,Sales,Medium
4038,0.67,0.81,3,221,4,1,0,0,Accounting,Medium
4039,0.54,0.42,3,138,3,1,0,0,Support,Medium
4040,0.89,0.58,3,183,4,0,0,0,Technical,Medium
4041,0.94,0.91,3,250,3,1,0,0,Management,Low
4042,0.15,0.89,3,219,6,0,0,0,Marketing,Low
4043,0.45,0.92,6,164,4,1,0,0,Marketing,Low
4044,0.92,0.67,4,161,4,1,0,0,Marketing,Low
4045,0.63,0.56,4,274,5,1,0,0,Sales,Low
4046,0.8,0.66,4,181,3,1,0,0,Sales,Low
4047,0.45,0.72,3,148,2,0,0,0,Sales,Low
4048,0.72,0.54,3,226,2,1,0,0,Sales,Low
4049,0.84,0.36,6,256,5,0,0,0,Sales,Low
4050,0.61,0.51,3,141,2,0,0,0,Sales,Low
4051,0.63,0.88,3,177,3,0,0,0,Sales,Low
4052,0.49,0.54,4,173,2,0,0,0,Sales,Low
4053,0.68,0.51,2,196,3,0,0,0,Sales,Low
4054,0.64,0.85,5,179,2,0,0,0,Sales,Low
4055,0.61,0.64,4,201,3,0,0,0,Sales,Low
4056,0.83,0.55,5,247,3,0,0,0,Sales,Low
4057,0.94,0.51,5,238,2,0,0,0,Sales,Low
4058,0.27,0.66,3,133,6,0,0,0,Sales,Low
4059,0.6,0.49,2,194,4,0,0,0,Sales,Low
4060,0.83,0.69,4,232,2,0,0,0,Sales,Low
4061,0.53,0.75,3,232,3,0,0,0,Sales,Low
4062,0.79,0.97,4,204,3,0,0,0,Sales,Medium
4063,0.96,0.49,4,252,3,1,0,0,Sales,Medium
4064,0.5,0.56,3,164,3,0,0,0,Accounting,Medium
4065,0.68,0.81,5,266,2,0,0,0,Accounting,Medium
4066,0.24,0.54,4,226,4,1,0,0,Accounting,Medium
4067,0.8,0.8,4,252,6,0,0,0,Human Resources,Medium
4068,0.62,0.74,4,155,3,0,0,0,Human Resources,Medium
4069,1.0,0.85,3,202,2,0,0,0,Human Resources,Medium
4070,0.64,0.75,3,214,3,0,0,0,Human Resources,Medium
4071,0.51,0.55,4,267,3,0,0,0,Technical,Medium
4072,0.74,0.5,4,265,3,0,0,0,Technical,Medium
4073,0.49,0.99,3,221,2,1,0,0,Technical,Medium
4074,0.96,0.83,4,132,6,0,0,0,Technical,High
4075,0.59,0.62,4,227,4,1,0,0,Technical,Low
4076,0.84,0.57,4,234,3,0,0,0,Technical,Medium
4077,0.16,0.84,3,238,6,0,0,0,Technical,Medium
4078,0.62,0.75,3,149,2,1,0,0,Technical,Medium
4079,0.79,0.67,4,152,3,0,0,0,Technical,Medium
4080,0.53,0.83,4,249,3,1,0,0,Technical,Low
4081,0.17,0.48,6,270,5,0,0,0,Technical,Low
4082,0.57,0.76,3,200,2,0,0,0,Support,Low
4083,0.65,0.82,4,207,2,0,0,0,Support,Low
4084,0.69,0.74,4,266,2,1,0,0,Support,Low
4085,0.3,0.8,6,250,3,0,0,0,Support,Low
4086,0.99,0.92,3,220,3,0,0,0,Support,Low
4087,0.5,0.69,4,177,2,0,0,0,Support,Low
4088,0.54,0.96,3,147,2,0,0,0,Support,Medium
4089,0.69,0.57,4,227,4,0,0,0,Support,Medium
4090,0.5,0.85,4,272,2,0,0,0,Support,Medium
4091,0.66,0.73,3,244,3,0,0,0,Support,Medium
4092,1.0,0.93,5,182,3,1,0,0,Support,Medium
4093,0.15,0.61,3,146,6,1,0,0,Technical,Medium
4094,0.31,0.54,5,259,5,1,0,0,Technical,Medium
4095,0.65,0.49,4,184,4,0,0,0,Technical,Medium
4096,0.72,0.69,4,149,2,0,0,0,Management,Medium
4097,0.84,0.85,4,185,3,1,0,0,IT,Medium
4098,0.55,0.8,3,254,2,0,0,0,IT,Medium
4099,0.6,0.58,4,249,3,0,0,0,IT,Medium
4100,0.84,0.48,4,269,2,0,0,0,IT,Medium
4101,0.68,0.87,3,168,3,0,0,0,IT,Medium
4102,0.13,1.0,6,225,3,0,0,0,Product Management,Medium
4103,0.88,0.98,3,160,2,0,0,0,Product Management,Medium
4104,0.64,0.57,5,149,3,1,0,0,Product Management,Medium
4105,0.19,0.95,5,193,3,0,0,0,Product Management,Medium
4106,0.83,0.88,5,171,3,1,0,0,IT,Medium
4107,0.17,0.41,4,232,3,1,0,0,Research and Development,Medium
4108,0.44,0.74,4,250,6,0,0,0,Research and Development,Medium
4109,0.52,0.55,4,243,2,0,0,0,Research and Development,Medium
4110,0.66,0.62,4,250,2,0,0,0,Research and Development,Medium
4111,0.96,0.55,4,153,3,0,0,0,Research and Development,Medium
4112,0.19,0.5,5,126,3,1,0,0,Research and Development,Medium
4113,0.86,1.0,3,192,3,0,0,0,Marketing,High
4114,0.65,0.57,3,137,4,1,0,0,Sales,High
4115,0.61,0.97,3,199,3,1,0,0,Accounting,High
4116,0.53,0.96,3,181,3,1,0,0,Support,High
4117,0.14,0.76,5,260,6,0,0,0,Technical,High
4118,0.74,1.0,4,199,4,0,0,0,Management,High
4119,0.47,0.62,6,171,5,1,0,0,Marketing,High
4120,0.6,0.56,4,260,3,0,0,0,Marketing,High
4121,0.81,0.58,3,243,4,0,0,0,Marketing,High
4122,0.95,0.59,2,154,4,0,0,0,Sales,High
4123,0.98,0.8,2,201,2,0,0,0,Sales,High
4124,0.52,0.8,5,234,3,0,0,0,Sales,High
4125,1.0,0.97,3,216,3,1,0,0,Sales,Low
4126,0.16,0.74,5,205,4,1,0,0,Sales,Low
4127,0.19,0.83,3,225,4,0,0,0,Sales,Low
4128,0.94,0.87,3,229,3,0,0,0,Sales,Low
4129,0.58,0.43,6,132,3,0,0,0,Sales,Low
4130,0.92,0.69,4,180,3,0,0,0,Sales,Low
4131,0.65,0.8,4,164,4,0,0,0,Sales,Low
4132,0.74,0.74,5,175,3,0,0,0,Sales,Low
4133,0.6,0.53,5,103,2,0,0,0,Sales,Low
4134,1.0,1.0,5,142,4,0,0,0,Sales,Low
4135,0.81,0.96,4,212,3,0,0,0,Sales,Low
4136,0.54,0.67,2,129,3,1,0,0,Sales,Low
4137,0.18,0.81,5,140,4,0,0,0,Sales,Low
4138,0.82,0.88,4,149,2,0,0,0,Sales,Low
4139,0.9,0.96,2,258,2,0,0,0,Sales,Low
4140,0.62,0.62,4,136,2,0,0,0,Sales,Medium
4141,0.77,0.76,2,216,3,1,0,0,Accounting,Medium
4142,0.58,0.86,3,151,2,0,0,0,Accounting,Medium
4143,0.27,0.47,5,217,6,0,0,0,Accounting,Medium
4144,0.78,0.72,4,219,3,0,0,0,Human Resources,Medium
4145,0.98,0.66,3,150,3,0,0,0,Human Resources,Medium
4146,0.75,0.5,4,98,4,0,0,0,Human Resources,Medium
4147,0.74,0.67,5,140,3,0,0,0,Human Resources,Medium
4148,0.9,0.99,3,259,3,1,0,0,Technical,Medium
4149,0.73,0.71,5,215,6,1,0,0,Technical,Medium
4150,0.9,0.62,4,258,3,0,0,0,Technical,Medium
4151,0.68,0.91,4,162,3,1,0,0,Technical,Medium
4152,0.9,0.74,3,260,4,0,0,0,Technical,High
4153,0.64,0.93,5,198,2,0,0,0,Technical,High
4154,0.63,0.9,2,242,3,1,0,0,Technical,High
4155,0.87,0.89,4,219,4,0,0,0,Technical,High
4156,0.6,0.55,4,204,3,0,0,0,Technical,High
4157,0.7,0.74,3,157,3,0,0,0,Technical,High
4158,0.15,0.94,5,244,6,0,0,0,Technical,High
4159,0.45,0.75,3,122,3,0,0,0,Support,High
4160,0.43,0.9,5,282,5,0,0,0,Support,Low
4161,0.92,0.46,5,195,5,0,0,0,Support,Low
4162,0.72,0.81,4,134,2,0,0,0,Support,Low
4163,0.94,0.84,3,210,2,0,0,0,Support,Low
4164,0.74,0.52,3,170,3,0,0,0,Support,Low
4165,0.48,0.71,2,140,3,1,0,0,Support,Low
4166,0.84,0.76,5,215,2,1,0,0,Support,Low
4167,0.53,0.86,3,150,3,0,0,0,Support,Low
4168,0.45,0.88,5,268,3,1,0,0,Support,Medium
4169,0.95,0.67,4,270,4,0,0,0,Support,Medium
4170,0.95,0.58,3,163,3,0,0,0,Technical,Medium
4171,0.7,0.85,3,188,2,0,0,0,Technical,Medium
4172,0.19,0.93,3,110,4,0,0,0,Technical,Medium
4173,0.74,0.91,5,135,3,0,0,0,Management,Medium
4174,0.54,0.59,4,228,3,0,0,0,IT,Medium
4175,0.5,0.69,5,172,2,0,0,0,IT,Medium
4176,0.95,0.72,3,168,5,0,0,0,IT,Medium
4177,0.69,0.69,5,160,3,0,0,0,IT,Medium
4178,0.24,0.74,5,282,3,0,0,0,IT,Medium
4179,0.96,0.7,5,184,2,1,0,0,Product Management,Medium
4180,0.61,0.5,4,217,4,1,0,0,Product Management,Medium
4181,0.76,0.53,6,281,3,0,0,0,Product Management,Medium
4182,0.61,0.64,3,245,2,0,0,0,Product Management,Medium
4183,0.37,0.48,2,285,5,0,0,0,IT,Medium
4184,0.81,0.9,4,165,3,0,0,0,Research and Development,Medium
4185,0.59,0.9,3,146,3,0,0,0,Research and Development,Medium
4186,0.73,0.82,3,133,3,0,0,0,Research and Development,Medium
4187,0.87,0.57,2,181,6,0,0,0,Research and Development,Medium
4188,0.67,0.66,6,152,3,0,0,0,Research and Development,Medium
4189,0.96,0.78,2,284,3,0,0,0,Research and Development,Medium
4190,0.98,0.51,3,157,3,0,0,0,Marketing,Medium
4191,0.5,0.58,4,165,2,0,0,0,Sales,High
4192,0.49,0.71,3,255,2,1,0,0,Accounting,Low
4193,0.13,0.65,4,194,4,0,0,0,Support,Medium
4194,0.57,0.68,3,102,6,0,0,0,Technical,Medium
4195,0.51,0.94,4,247,2,0,0,0,Management,Medium
4196,0.99,0.69,3,206,2,0,0,0,Marketing,Medium
4197,0.8,0.77,3,171,2,0,0,0,Marketing,Medium
4198,0.56,0.39,5,263,4,0,0,0,Marketing,Medium
4199,0.96,0.84,4,272,4,1,0,0,Sales,Medium
4200,0.96,0.5,3,158,2,1,0,0,Sales,Medium
4201,0.87,0.53,6,216,6,1,0,0,Sales,Medium
4202,0.61,0.9,5,113,3,0,0,0,Sales,Medium
4203,0.18,0.6,3,140,4,0,0,0,Sales,Low
4204,0.24,0.77,5,178,5,0,0,0,Sales,Low
4205,0.86,0.48,4,153,3,0,0,0,Sales,Low
4206,0.25,0.62,6,271,5,0,0,0,Sales,Low
4207,0.25,0.82,3,269,5,0,0,0,Sales,Low
4208,0.63,0.55,3,160,3,0,0,0,Sales,Low
4209,0.89,0.68,4,258,2,1,0,0,Sales,Low
4210,0.87,0.82,4,251,3,0,0,0,Sales,High
4211,0.87,0.78,3,170,2,0,0,0,Sales,Low
4212,0.71,0.99,4,238,4,1,0,0,Sales,High
4213,0.98,0.87,4,152,2,0,0,0,Sales,High
4214,0.16,0.51,3,262,6,0,0,0,Sales,Low
4215,0.83,0.68,4,273,2,0,0,0,Sales,Low
4216,0.65,0.77,3,233,2,0,0,0,Sales,High
4217,0.95,0.64,3,262,3,0,0,0,Sales,Low
4218,0.67,0.67,3,183,3,0,0,0,Accounting,Medium
4219,0.53,0.88,3,150,3,1,0,0,Accounting,High
4220,0.74,0.94,3,132,3,0,0,0,Accounting,Medium
4221,0.77,0.79,3,200,4,0,0,0,Human Resources,Medium
4222,0.13,0.72,4,148,5,0,0,0,Human Resources,Medium
4223,0.82,0.92,3,187,3,1,0,0,Human Resources,Medium
4224,0.88,0.65,4,224,2,0,0,0,Human Resources,High
4225,0.89,0.5,4,147,2,0,0,0,Technical,Medium
4226,0.85,0.51,3,153,4,0,0,0,Technical,Medium
4227,0.93,0.87,5,154,2,0,0,0,Technical,Medium
4228,0.62,0.7,5,270,3,0,0,0,Technical,High
4229,0.58,0.96,3,202,2,0,0,0,Technical,Medium
4230,0.98,0.5,4,264,3,0,0,0,Technical,High
4231,0.52,0.45,2,145,3,0,0,0,Technical,Low
4232,0.76,0.49,3,138,2,1,0,0,Technical,Medium
4233,0.73,0.91,3,238,2,0,0,0,Technical,Medium
4234,0.74,0.64,4,147,5,0,0,0,Technical,Medium
4235,0.49,0.48,3,190,2,0,0,0,Technical,Medium
4236,0.91,0.97,4,183,3,0,0,0,Support,Low
4237,0.74,0.92,5,255,3,0,0,0,Support,Low
4238,0.86,0.82,4,252,4,0,0,0,Support,Low
4239,0.52,0.47,6,141,5,1,0,0,Support,Low
4240,0.95,0.81,3,260,2,0,0,0,Support,Low
4241,0.65,0.98,3,136,3,0,0,0,Support,Low
4242,0.7,0.56,4,182,2,0,0,0,Support,Low
4243,0.14,0.66,6,142,5,0,0,0,Support,Low
4244,0.92,0.53,2,261,4,0,0,0,Support,Low
4245,0.54,0.6,3,209,2,0,0,0,Support,Low
4246,0.76,0.95,2,156,4,0,0,0,Support,High
4247,0.78,0.66,4,214,2,0,0,0,Technical,Low
4248,0.85,0.86,4,250,3,0,0,0,Technical,Low
4249,0.78,0.8,4,197,3,1,0,0,Technical,Low
4250,0.55,0.72,3,149,3,0,0,0,Management,Low
4251,0.68,0.61,5,271,2,0,0,0,IT,High
4252,0.91,0.68,4,187,2,0,0,0,IT,Low
4253,0.76,0.56,3,154,2,0,0,0,IT,Low
4254,0.15,0.67,4,264,3,0,0,0,IT,Low
4255,0.95,0.6,2,144,3,0,0,0,IT,High
4256,0.74,0.37,6,200,3,0,0,0,Product Management,Low
4257,0.92,0.56,5,197,2,1,0,0,Product Management,Medium
4258,0.64,0.89,3,175,3,1,0,0,Product Management,High
4259,0.96,0.9,3,161,3,0,0,0,Product Management,Medium
4260,0.21,0.72,3,245,6,0,0,0,IT,High
4261,0.85,0.67,3,167,4,0,0,0,Research and Development,Medium
4262,0.52,0.86,5,168,3,0,0,0,Research and Development,Medium
4263,0.54,0.81,5,261,6,0,0,0,Research and Development,Medium
4264,0.56,0.81,5,274,4,0,0,0,Research and Development,Medium
4265,0.59,0.79,4,181,3,0,0,0,Research and Development,Medium
4266,0.88,0.58,5,266,3,1,0,0,Marketing,Medium
4267,0.7,0.84,4,184,3,0,0,0,Sales,Medium
4268,0.95,0.58,3,193,2,0,0,0,Accounting,Medium
4269,0.83,0.88,3,217,2,1,0,0,Support,High
4270,0.76,0.62,4,197,3,0,0,0,Technical,Low
4271,0.82,0.92,5,252,3,0,0,0,Management,Medium
4272,0.55,0.97,4,136,3,0,0,0,Marketing,Medium
4273,0.89,0.55,5,194,4,0,0,0,Marketing,Medium
4274,0.66,0.94,4,190,3,0,0,0,Marketing,Medium
4275,0.41,0.61,3,185,2,1,0,0,Sales,Medium
4276,0.83,0.77,3,232,2,1,0,0,Sales,Medium
4277,0.88,0.72,3,200,2,1,0,0,Sales,Medium
4278,0.56,0.66,5,155,2,0,0,0,Sales,Medium
4279,0.53,0.72,3,228,3,0,0,0,Sales,Medium
4280,0.8,0.41,3,188,4,0,0,0,Sales,High
4281,0.95,0.78,4,245,3,0,0,0,Sales,Low
4282,0.9,0.88,4,205,2,0,0,0,Sales,Low
4283,0.5,0.97,4,269,3,0,0,0,Sales,Low
4284,0.4,0.59,3,207,6,0,0,0,Sales,High
4285,0.52,0.85,3,250,4,0,0,0,Sales,Low
4286,0.51,0.5,5,251,3,1,0,0,Sales,Low
4287,0.84,0.62,5,217,3,0,0,0,Sales,Low
4288,0.78,0.98,5,252,3,0,0,0,Sales,High
4289,0.91,0.71,2,159,3,1,0,0,Sales,Low
4290,0.59,0.71,5,169,2,0,0,0,Sales,Low
4291,0.69,0.97,5,105,4,0,0,0,Sales,Low
4292,0.87,0.93,4,268,2,0,0,0,Sales,Low
4293,0.66,1.0,5,145,2,0,0,0,Sales,Low
4294,0.5,0.54,4,165,3,0,0,0,Accounting,Low
4295,0.95,0.75,3,253,4,0,0,0,Accounting,Low
4296,0.77,0.64,3,254,3,0,0,0,Accounting,Medium
4297,0.66,0.5,3,218,2,0,0,0,Human Resources,Medium
4298,0.61,0.98,3,138,5,1,0,0,Human Resources,Medium
4299,0.7,0.87,5,239,3,0,0,0,Human Resources,Medium
4300,0.89,0.71,5,182,2,1,0,0,Human Resources,Medium
4301,0.6,0.78,4,152,3,1,0,0,Technical,Medium
4302,0.62,0.51,3,222,3,1,0,0,Technical,Medium
4303,0.59,0.9,2,219,2,1,0,0,Technical,Medium
4304,0.69,0.59,4,266,4,0,0,0,Technical,Medium
4305,0.36,0.94,3,113,5,1,0,0,Technical,Medium
4306,0.59,0.93,4,146,3,0,0,0,Technical,Medium
4307,0.5,0.51,5,238,4,0,0,0,Technical,Medium
4308,0.53,0.99,3,188,3,0,0,0,Technical,High
4309,0.84,0.9,4,237,2,0,0,0,Technical,Low
4310,0.51,0.95,4,201,3,0,0,0,Technical,Medium
4311,0.53,0.56,5,188,3,0,0,0,Technical,Medium
4312,0.98,0.63,3,137,3,0,0,0,Support,Medium
4313,0.95,0.81,4,263,3,0,0,0,Support,Medium
4314,0.13,0.76,5,217,3,0,0,0,Support,Low
4315,0.5,0.64,4,213,4,0,0,0,Support,Low
4316,0.93,0.76,3,244,3,0,0,0,Support,Low
4317,0.5,0.87,3,252,2,0,0,0,Support,Low
4318,0.66,0.84,4,168,2,0,0,0,Support,Low
4319,0.89,0.79,4,212,3,0,0,0,Support,Low
4320,0.46,0.43,4,258,3,0,0,0,Support,Low
4321,0.67,0.6,4,210,3,0,0,0,Support,Low
4322,0.96,0.9,4,246,3,0,0,0,Support,Low
4323,0.98,0.76,4,221,3,1,0,0,Technical,Low
4324,0.67,0.57,5,215,4,0,0,0,Technical,Low
4325,0.72,0.72,4,175,4,0,0,0,Technical,Low
4326,0.65,0.49,5,221,2,0,0,0,Management,Low
4327,0.72,0.67,5,219,3,0,0,0,IT,Low
4328,0.78,0.58,3,154,3,0,0,0,IT,Low
4329,0.93,0.56,3,266,2,0,0,0,IT,Low
4330,0.73,0.85,5,224,4,0,0,0,IT,Low
4331,0.2,0.57,4,269,5,1,0,0,IT,Low
4332,0.47,0.5,4,159,2,0,0,0,Product Management,Low
4333,0.56,0.62,4,247,3,0,0,0,Product Management,Low
4334,0.72,0.86,4,137,2,0,0,0,Product Management,Low
4335,0.91,0.56,4,251,4,0,0,0,Product Management,Medium
4336,0.79,0.49,5,210,3,0,0,0,IT,Medium
4337,0.53,0.75,2,123,4,0,0,0,Research and Development,Medium
4338,0.14,0.51,4,253,6,0,0,0,Research and Development,Medium
4339,0.78,0.92,5,242,4,0,0,0,Research and Development,Medium
4340,0.52,0.74,3,238,3,0,0,0,Research and Development,Medium
4341,0.94,0.68,5,151,2,0,0,0,Research and Development,Medium
4342,0.83,0.8,4,158,4,0,0,0,Marketing,Medium
4343,0.44,0.68,2,120,2,0,0,0,Marketing,Medium
4344,0.72,0.74,3,187,2,0,0,0,Sales,Medium
4345,0.84,0.58,3,140,3,0,0,0,Accounting,Medium
4346,0.76,0.99,3,164,2,0,0,0,Support,Medium
4347,0.92,0.94,5,253,2,0,0,0,Technical,High
4348,0.58,0.93,5,235,2,0,0,0,Management,Low
4349,0.85,0.81,4,189,4,0,0,0,Marketing,Medium
4350,0.74,0.51,4,246,3,1,0,0,Marketing,Medium
4351,0.74,0.87,4,258,2,0,0,0,Marketing,Medium
4352,0.72,0.8,3,158,3,0,0,0,Sales,Medium
4353,0.76,0.98,4,173,3,1,0,0,Sales,Low
4354,0.85,0.72,3,201,3,0,0,0,Sales,Low
4355,0.82,0.49,5,185,3,0,0,0,Sales,Low
4356,0.6,0.93,5,270,3,1,0,0,Sales,Low
4357,0.39,0.64,3,152,2,0,0,0,Sales,Low
4358,0.83,0.53,3,211,4,1,0,0,Sales,Low
4359,0.7,0.92,3,162,3,1,0,0,Sales,Low
4360,0.84,0.97,4,253,2,1,0,0,Sales,Low
4361,0.9,0.77,4,236,3,0,0,0,Sales,Low
4362,0.18,0.84,4,231,5,0,0,0,Sales,Low
4363,0.52,0.71,2,231,2,0,0,0,Sales,Low
4364,0.87,0.51,4,233,3,0,0,0,Sales,Low
4365,0.6,0.79,5,217,2,0,0,0,Sales,Low
4366,0.72,0.93,4,174,2,0,0,0,Sales,Low
4367,0.48,0.64,4,227,3,0,0,0,Sales,Low
4368,0.75,0.53,3,222,2,0,0,0,Sales,Low
4369,0.85,0.55,2,207,6,0,0,0,Sales,Low
4370,0.39,0.41,6,115,3,0,0,0,Sales,Low
4371,0.61,0.68,3,254,2,0,0,0,Accounting,Low
4372,0.6,0.61,4,170,3,0,0,0,Accounting,Low
4373,0.57,0.64,2,206,3,0,0,0,Accounting,Low
4374,0.19,0.68,5,149,3,0,0,0,Human Resources,Medium
4375,0.48,0.77,3,197,3,0,0,0,Human Resources,Medium
4376,0.69,0.75,4,261,3,0,0,0,Human Resources,Medium
4377,0.7,0.55,4,256,4,0,0,0,Human Resources,Medium
4378,0.65,0.92,3,219,3,0,0,0,Technical,Medium
4379,0.81,0.96,4,143,3,1,0,0,Technical,Medium
4380,0.85,0.95,4,171,3,0,0,0,Technical,Medium
4381,0.93,0.76,4,207,2,0,0,0,Technical,Medium
4382,0.72,0.94,4,235,3,0,0,0,Technical,Medium
4383,0.49,0.55,2,173,3,0,0,0,Technical,Medium
4384,0.94,0.47,5,131,6,0,0,0,Technical,Medium
4385,0.81,0.84,4,143,2,0,0,0,Technical,Medium
4386,0.92,0.78,5,193,4,0,0,0,Technical,High
4387,0.97,0.82,3,135,2,0,0,0,Technical,Low
4388,0.98,0.61,4,265,2,1,0,0,Technical,Medium
4389,0.44,0.45,3,133,2,1,0,0,Support,Medium
4390,0.72,0.87,4,184,4,0,0,0,Support,Medium
4391,0.8,0.73,5,135,3,0,0,0,Support,Medium
4392,0.6,0.72,4,267,4,0,0,0,Support,Low
4393,0.89,0.65,4,184,3,0,0,0,Support,Low
4394,0.69,0.57,5,227,2,0,0,0,Support,Low
4395,0.54,0.81,4,257,2,0,0,0,Support,Low
4396,0.97,0.75,5,235,3,1,0,0,Support,Low
4397,0.37,0.4,4,161,2,0,0,0,Support,Low
4398,0.73,0.52,4,215,3,0,0,0,Support,Low
4399,0.57,0.69,4,146,3,0,0,0,Support,Low
4400,0.86,0.66,4,191,2,0,0,0,Technical,Low
4401,0.83,0.85,4,261,3,0,0,0,Technical,Low
4402,0.19,0.52,5,200,5,0,0,0,Technical,Low
4403,0.55,0.93,4,239,4,0,0,0,Management,Low
4404,0.6,0.65,4,160,2,0,0,0,IT,Low
4405,0.62,0.71,3,177,3,1,0,0,IT,Low
4406,0.65,0.55,5,215,2,0,0,0,IT,Low
4407,0.4,0.48,4,97,2,0,0,0,IT,Low
4408,0.82,0.78,5,231,2,1,0,0,IT,Low
4409,0.75,0.69,2,257,2,1,0,0,Product Management,Low
4410,0.83,0.53,3,232,3,1,0,0,Product Management,Low
4411,0.77,0.78,4,212,3,0,0,0,Product Management,Low
4412,0.59,0.98,4,198,3,0,0,0,Product Management,Low
4413,0.8,0.79,5,240,4,0,0,0,IT,Medium
4414,0.84,0.55,3,242,3,0,0,0,Research and Development,Medium
4415,0.88,0.71,4,250,3,0,0,0,Research and Development,Medium
4416,0.37,0.9,3,229,6,0,0,0,Research and Development,Medium
4417,0.88,0.66,4,133,2,0,0,0,Research and Development,Medium
4418,0.69,0.85,3,200,2,0,0,0,Research and Development,Medium
4419,0.54,0.49,2,155,2,1,0,0,Marketing,Medium
4420,0.76,0.57,5,139,4,0,0,0,Sales,Medium
4421,0.51,0.58,4,272,3,0,0,0,Accounting,Medium
4422,0.16,0.52,3,100,4,0,0,0,Support,Medium
4423,0.65,0.6,5,160,3,0,0,0,Technical,Medium
4424,0.54,0.81,5,195,4,0,0,0,Management,Medium
4425,0.66,0.68,4,152,3,0,0,0,Marketing,High
4426,0.95,0.65,5,182,3,0,0,0,Marketing,Low
4427,0.83,0.57,3,137,2,0,0,0,Marketing,Medium
4428,0.98,0.84,4,182,3,0,0,0,Sales,Medium
4429,0.72,0.72,3,217,2,0,0,0,Sales,Medium
4430,0.71,0.62,4,192,4,0,0,0,Sales,Medium
4431,0.36,0.65,3,116,2,1,0,0,Sales,Low
4432,0.55,0.65,4,170,4,0,0,0,Sales,Low
4433,0.64,0.52,3,223,3,0,0,0,Sales,Low
4434,0.62,0.57,3,174,2,0,0,0,Sales,Low
4435,1.0,0.95,3,193,6,0,0,0,Sales,Low
4436,0.91,0.91,6,167,2,1,0,0,Sales,Low
4437,0.81,0.67,4,225,3,0,0,0,Sales,Low
4438,0.71,0.92,4,248,3,1,0,0,Sales,Low
4439,0.97,0.74,3,104,5,0,0,0,Sales,Low
4440,0.75,0.86,6,148,4,0,0,0,Sales,Low
4441,0.68,1.0,3,148,4,1,0,0,Sales,Low
4442,0.87,0.68,5,187,3,0,0,0,Sales,Low
4443,0.96,0.57,3,151,2,0,0,0,Sales,Low
4444,0.41,0.86,6,215,5,0,0,0,Sales,Low
4445,0.81,0.61,4,142,4,0,0,0,Sales,Low
